Winner,Leader,Chairman,Power,Close2,Close5,Close10,ItemProxy,UnitemProxy,IEProxy,TotalInd,InState,MajorityPrev,Seat,VAP,CPO,CongYear,ID2,ItemInd,Office,AcceptPACs,LeadershipCom,Leadership,Ecn,Tax,Pri,Egw,Lib,Hsc,Int,Way,Vet,Sta,Bus,Rul,Sci,Tra,Nat,Jud,Adm,Gov,For,Ene,Edu,Bud,Ban,Arm,App,UnitemAgainst,ItemAgainst,UnitemFor,UnitemInd,GeneralTurnout,ReportedTotal,CID,ReportedInd,TotalPACs,ItemPACs,UnitemPACs,PrimaryTurnout,IEAgainst,State,District,FECCandID,Incumbent,Open,CandName,Agr,Party,ItemFor,Primary,IEFor,PrimaryPerc,General,GeneralPerc,party,Challenger,congyear
0,0,0,0,0,0,1,1533436,470178,3259453,705345,601696,1,0,527506,C,2012,,643907,GA12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319805,689202,39859,61438,259121,409888,N00033519,653868,441778,335611,104694,101637,1541671,GA,12,H2GA12105,0,0,"Anderson, Lee",0,R,92093,20551,265184,.342231473771857,119973,.462999911238379,2,1,3
0,0,0,0,0,0,0,0,0,0,13120,7290,0,0,502851,C,2008,,10090,MD04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3030,301431,0,N00029627,13096,0,0,0,145116,0,MD,04,H8MD04163,0,0,"James, Peter",0,R,0,4912,0,.390398982673661,38739,.128516974033859,2,1,1
0,0,0,0,0,0,0,0,0,0,77096,26530,1,0,465828,C,2010,,29650,IA04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47446,232519,23195,N00031376,28757,13000,4845,8081,,0,IA,04,H0IA04095,0,0,"Maske, Bill ",0,D,0,1,238,1,74300,.319543779218042,1,1,2
0,0,0,0,0,0,0,159,23,1896,928460,463862,0,0,524624,C,2010,,640035,MI15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37547,288425,208309,58875,N00031836,666254,52763,30567,22082,,0,MI,15,H0MI15062,0,0,"Steele, Rob",0,R,69801,1,127268,1,83488,.400789212179983,2,1,2
0,0,0,0,0,0,0,0,0,0,76802,28366,0,0,555381,C,2012,,57465,PA11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19337,285198,0,N00001443,39629,9800,371,9412,84398,0,PA,11,H6PA17120,0,0,"Stilp, Gene",0,D,0,18716,4765,.540909222276813,118231,.414557605593307,1,1,3
0,0,0,0,0,0,0,0,0,0,165218,84350,0,0,509964,C,2010,,105050,CO01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60168,207751,4000,N00032223,132825,6800,3484,3192,,0,CO,01,H0CO01078,0,0,"Fallon, Mike",0,R,0,1,0,1,59747,.287589470086787,2,1,2
0,0,0,0,0,0,0,0,0,0,43402,19800,0,0,447094,C,2008,,27450,IA01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,15952,289629,6986,N00029987,27700,4836,3556,1276,19582,0,IA,01,H8IA01086,0,0,"Hartusch, David",0,R,57,8865,572,.9933886149708649,102439,.353690410835932,2,1,1
0,0,0,0,0,0,0,0,0,1428987,1151776,1005173,1,0,560761,C,2012,,1062173,NY25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137667,149196,206353,89603,313452,277046,N00034551,1097203,254432,182604,66637,,316616,NY,25,H2NY25074,0,0,"Brooks, Maggie",0,R,200736,1,408917,1,133389,.42554840932583,2,1,3
0,0,0,0,0,0,0,0,0,0,95192,46070,1,0,550813,C,2008,,49570,MD06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6207,45622,330535,19845,N00029530,97372,33075,16031,16886,125286,0,MD,06,H8MD06069,0,0,"Dougherty, Jennifer P.",0,D,10679,25967,16913,.441765906771011,128207,.387877229340312,1,1,1
0,0,0,0,0,0,0,0,0,0,15488,7700,1,0,598219,C,2008,,9400,UT01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6088,303445,3350,N00030090,11040,2350,486,1513,,0,UT,01,H8UT01083,0,0,"Bowen, Morgan",0,D,0,1,0,1,92469,.304730676069798,1,1,1
0,0,0,0,0,0,0,0,0,0,2982,2982,0,0,535475,C,2008,,2982,CT01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,295557,1950,N00029973,10087,0,0,0,,0,CT,01,H8CT01111,0,0,"Visconti, Joe",0,R,86,1,100,1,76860,.260051360651245,2,1,1
0,0,0,0,0,0,0,0,0,0,20395,12025,0,0,494356,C,2010,,12225,VT01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8170,238521,0,N00032528,23580,0,0,0,,0,VT,01,H0VT00106,0,0,"Beaudry, Paul D.",0,R,0,1,0,1,76403,.320319804126261,2,1,2
0,0,0,0,0,0,0,0,0,0,363893,19550,1,0,553137,C,2012,,92972,OH09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270921,298166,9000,N00033644,100836,7100,1793,5298,106025,0,OH,09,H2OH09114,0,0,"Wurzelbacher, Samuel J.",0,R,0,15166,0,.514293465359965,68666,.230294533917348,2,1,3
0,0,0,0,0,0,0,0,0,0,15010,7500,0,0,523650,C,2008,,7500,CO03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7510,330219,1300,N00029439,8525,2673,1570,1101,46455,0,CO,03,H8CO03184,0,0,"Wolf, Wayne",0,R,0,24263,0,1,126762,.383872520963361,2,1,1
0,0,0,0,0,0,0,0,0,0,2300,1300,1,0,607983,C,2008,,2300,TX26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324376,0,N00029235,7321,4000,2323,1668,95745,0,TX,26,H8TX26058,0,0,"Leach, Ken",0,D,0,54417,0,1,118167,.364290206427109,1,1,1
0,0,0,0,0,0,0,0,0,0,15375,8000,0,0,552871,C,2012,,8500,OH12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6875,368488,9150,N00033867,8700,9000,1081,7513,113647,0,OH,12,H2OH12100,0,0,"Reese, Jim",0,D,0,14312,83,.698930507398545,134614,.365314474284102,1,1,3
0,0,0,0,0,0,0,0,0,0,8469,2250,1,0,503254,C,2012,,3250,TX30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5219,217014,0,N00033926,3794,0,0,0,39583,0,TX,30,H2TX30095,0,0,"Washington, Travis, Jr.",0,R,0,6260,0,1,41222,.18995087874515,2,1,3
0,0,0,0,0,0,0,90,18,1633,327139,229082,0,0,548048,C,2012,,244282,OH07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,82857,315812,274583,N00034108,262148,258988,73752,181702,90174,0,OH,07,H2OH07167,0,0,"Healy-Abrams, Joyce R.",0,D,394,22486,5667,1,137708,.436044228845009,1,1,3
0,0,0,0,1,1,1,134026,22259,158801,447505,312846,0,0,454922,C,2012,,318046,NE02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36588,129459,263731,93419,N00033402,369877,84568,33290,51147,76056,0,NE,02,H2NE02058,0,0,"Ewing, John W., Jr.",0,D,69515,17686,106870,.621018996453527,129767,.492043028692114,1,1,3
0,0,0,0,0,0,0,0,0,0,20686,8203,0,0,520379,C,2012,,10153,AL06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10533,308102,25789,N00033975,11703,25909,4175,20770,111406,0,AL,06,H2AL06142,0,0,"Bailey, Penny ""Colonel""",0,D,0,5061,0,.610494571773221,88267,.286486293500204,1,1,3
0,0,0,0,0,0,0,0,0,0,3981,1200,0,0,530058,C,2010,,1450,NJ13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531,84796,650,N00032334,1710,0,0,0,,0,NJ,13,H0NJ13152,0,0,"Dwyer, Henrietta ",0,R,0,1,0,1,19538,.230411811877919,2,1,2
1,0,0,0,0,0,1,313740,215266,1035679,772934,586170,0,0,514364,C,2010,,670347,NY24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386670,621482,32443,102587,191700,222253,N00030197,689452,231331,180446,49890,,1009798,NY,24,H8NY24066,0,0,"Hanna, Richard L.",0,R,51986,1,90043,1,101599,.529989567031821,2,1,2
0,0,0,0,0,0,0,0,0,0,18576,10550,0,0,543986,C,2010,,15398,CA30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3178,237747,0,N00031876,51796,5000,1630,3370,,0,CA,30,H0CA30105,0,0,"Wilkerson, Charles E.",0,R,0,1,0,1,75948,.319448825852692,2,1,2
0,0,0,0,0,0,0,0,0,0,148387,126550,0,0,506516,C,2008,,136475,PA13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11912,313513,17669,N00030079,148709,15467,13777,1637,125865,0,PA,13,H8PA13083,0,0,"Kats, Marina",0,R,0,27169,0,1,108271,.345347720828163,2,1,1
0,0,0,0,0,0,0,0,0,0,62858,23516,1,0,509390,C,2008,,23516,MI06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39342,319646,14800,N00030252,26245,13800,7110,6685,61410,0,MI,06,H8MI06098,0,0,"Cooney, Don",0,D,0,13657,0,1,123257,.385604700199596,1,1,1
0,0,0,0,0,0,0,0,0,0,137019,73305,0,0,556339,C,2012,,92307,VA01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44712,356806,33800,N00034155,98259,24500,6194,18287,,0,VA,01,H2VA01066,0,0,"Cook, Adam M.",0,D,0,1,109,1,147036,.412089482800177,1,1,3
1,0,0,0,0,0,0,1585369,1013226,2618672,2123489,944287,0,1,516727,C,2012,,1775086,IL11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566346,2236045,44773,348403,254295,435846,N00029139,2172038,433953,205733,227016,52245,2810233,IL,11,H8IL14067,0,0,"Foster, Bill",0,D,56675,12126,145972,.5847518927520861,148928,.585650523997719,1,1,3
0,0,0,0,0,0,0,778,4893,5673,62441,27880,0,0,527722,C,2012,,35205,PA16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4893,27236,284781,7200,N00034127,38716,4500,942,3558,60405,0,PA,16,H2PA16063,0,0,"Strader, Aryanna C.",0,D,778,15839,6924,.994849569750644,111185,.390422816128885,1,1,3
0,0,0,0,0,0,0,0,0,0,3924,750,0,0,535218,C,2010,,1200,KS02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724,205975,2200,N00032664,1200,1500,176,1324,,0,KS,02,H0KS02154,0,0,"Hudspeth, Cheryl ",0,D ,0,1,0,1,66588,.323281951693167,1,1,2
0,0,0,0,0,0,0,0,0,0,194819,109891,1,0,518473,C,2008,,123391,WA04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71428,269370,50765,N00028959,196452,45787,9518,36246,149924,0,WA,04,H8WA04071,0,0,"Fearing, George",0,D,0,49841,0,.332441770497052,99430,.369120540520474,1,1,1
0,0,0,0,0,0,0,0,0,0,244676,179316,1,0,523065,C,2010,,186866,CA26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57810,208347,3600,N00027798,222248,2600,75,2525,,0,CA,26,H6CA26183,0,0,"Warner, Russ",0,D,0,1,165,1,76093,.365222441407844,1,1,2
0,0,0,0,0,0,0,0,0,0,213294,128360,0,0,559036,C,2010,,133960,WA01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,79334,299379,6300,N00031427,145929,6788,4306,2482,,0,WA,01,H0WA01082,0,0,"Watkins, James",0,R,134,1,950,1,126737,.423332965906092,2,1,2
0,0,0,0,0,0,0,0,0,0,5609,1450,1,0,533791,C,2010,,1700,MI04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3909,224354,7348,N00032676,1825,4000,1475,2526,,0,MI,04,H0MI04090,0,0,"Campbell, Jerry M.",0,D,0,1,0,1,68458,.305133850967667,1,1,2
0,0,0,0,0,0,0,0,0,176,20487,8868,1,0,469084,C,2010,,10394,NE01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10093,163977,250,N00031984,12757,200,46,53,,0,NE,01,H0NE01062,0,0,"Harper, Ivy",0,D,0,1,0,1,47106,.287271995462778,1,1,2
0,0,0,0,0,0,0,0,0,0,27696,13580,0,0,554292,C,2012,,14080,PA15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13616,297724,9565,N00033827,17730,13250,763,12487,63642,0,PA,15,H2PA15099,0,0,"Daugherty, Richard",0,D,4,14623,10,.586868403098286,128764,.432494525130658,1,1,3
0,0,0,0,0,0,0,0,0,0,5010,4290,0,0,519352,C,2012,,4690,TX05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,208230,0,N00034692,7524,0,0,0,48442,0,TX,05,H2TX05204,0,0,"Mrosko, Linda S.",0,D,0,2778,0,.391598533972371,69178,.332219180713634,1,1,3
0,0,0,0,0,0,0,0,0,0,450549,340836,0,0,559663,C,2012,,384086,OH10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66463,349671,85441,N00029721,398123,73420,19994,53140,103557,0,OH,10,H8OH07099,0,0,"Neuhardt, Sharen Swartz",0,D,0,7705,3015,.357159412228248,131097,.374915277503711,1,1,3
0,0,0,0,0,0,0,0,0,0,23786,18400,0,0,521671,C,2008,,19900,NY05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3886,158778,500,N00030367,20700,0,0,0,,0,NY,05,H8NY05099,0,0,"Berney, Elizabeth",0,R,0,1,0,1,43039,.271064001310005,2,1,1
0,0,0,0,0,0,0,0,0,0,125782,77521,0,0,517344,C,2010,,78521,CA06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47261,261152,1500,N00031725,93255,2500,1040,1460,,0,CA,06,H0CA06097,0,0,"Judd, Jim",0,R,0,1,0,1,77361,.296229781889474,2,1,2
